team_long_name,player_name,height,weight,date,away_team_goal,home_team_goal,country_id,potential,crossing,finishing,short_passing,dribbling,ball_control,acceleration,sprint_speed,stamina,score
Brescia,Adil Ramzi,177.8,163.0,2015-09-04 00:00:00,1.0,0.0,Belgium,0.6902035534898794,1.3319357836787236,0.7938218649188368,1.0288512844638926,1.3457113020897042,1.0955713337319712,1.879040953322247,1.6704086837455592,0.6061123862607634,2
Novara,Adilson,193.04,194.0,2015-06-05 00:00:00,1.0,2.0,Belgium,0.6902035534898794,1.3319357836787236,0.7938218649188368,1.0288512844638926,1.3457113020897042,1.0955713337319712,1.879040953322247,1.6704086837455592,0.6061123862607634,2
Pescara,Adis Jahovic,190.5,198.0,2015-02-06 00:00:00,0.0,3.0,Belgium,0.6902035534898794,1.3319357836787236,0.7938218649188368,1.0288512844638926,1.3457113020897042,1.0955713337319712,1.879040953322247,1.6704086837455592,0.6061123862607634,2
Hellas Verona,Adlene Guedioura,177.8,179.0,2015-01-09 00:00:00,0.0,4.0,Belgium,0.6902035534898794,1.3319357836787236,0.7938218649188368,1.0288512844638926,1.3457113020897042,1.0955713337319712,1.879040953322247,1.6704086837455592,0.6061123862607634,2
Sassuolo,Admir Aganovic,182.88,176.0,2014-09-18 00:00:00,1.0,1.0,Belgium,0.8422425950983031,1.3900656228902126,0.7938218649188368,1.1700768338875718,1.3457113020897042,1.0955713337319712,2.0334362969713,1.8298843790862631,0.6061123862607634,2
Empoli,Admir Mehmedi,182.88,176.0,2014-03-21 00:00:00,3.0,1.0,Belgium,0.9942816367067268,1.3900656228902126,0.7938218649188368,1.1700768338875718,1.3457113020897042,1.2274795060591408,2.0334362969713,1.8298843790862631,0.6061123862607634,2
Frosinone,Adnan Alisic,180.34,157.0,2014-02-28 00:00:00,1.0,0.0,Belgium,0.9942816367067268,1.3900656228902126,0.7938218649188368,1.1700768338875718,1.3457113020897042,1.2274795060591408,2.0334362969713,1.8298843790862631,0.6061123862607634,2
Carpi,Adnan Custovic,185.42,183.0,2014-02-07 00:00:00,0.0,2.0,Belgium,0.9942816367067268,1.3900656228902126,0.8991108034301879,1.1700768338875718,1.3457113020897042,1.2274795060591408,2.0334362969713,1.8298843790862631,0.6061123862607634,2
Vitesse,Adnan Januzaj,182.88,165.0,2013-11-01 00:00:00,3.0,2.0,Belgium,0.9942816367067268,1.4481954621017017,0.9517552726858636,1.1700768338875718,1.3457113020897042,1.2274795060591408,2.0334362969713,1.8298843790862631,0.6061123862607634,2
FC Groningen,Adnan Mravac,193.04,185.0,2013-09-20 00:00:00,3.0,4.0,Belgium,0.8422425950983031,1.4481954621017017,0.9517552726858636,1.1700768338875718,1.3457113020897042,1.2274795060591408,2.0334362969713,1.8298843790862631,0.6061123862607634,2
Roda JC Kerkrade,Adnane Tighadouini,177.8,159.0,2013-05-24 00:00:00,1.0,0.0,Belgium,0.9942816367067268,1.4481954621017017,0.9517552726858636,1.1700768338875718,1.3457113020897042,1.3593876783863104,2.0334362969713,1.8298843790862631,1.3674208400980334,2
FC Twente,Adrian Basta,180.34,172.0,2013-03-15 00:00:00,0.0,2.0,Belgium,1.2983597199235744,1.4481954621017017,0.9517552726858636,1.1700768338875718,1.3457113020897042,1.3593876783863104,2.0334362969713,1.8298843790862631,1.3674208400980334,2
Willem II,Adrian Blad,165.1,137.0,2013-02-15 00:00:00,0.0,2.0,Belgium,1.2983597199235744,1.4481954621017017,0.9517552726858636,1.1700768338875718,1.3457113020897042,1.3593876783863104,2.0334362969713,1.8298843790862631,1.2912899947143064,2
Ajax,Adrian Chomiuk,182.88,179.0,2012-08-31 00:00:00,0.0,0.0,Belgium,1.2983597199235744,1.3900656228902126,0.9517552726858636,1.0288512844638926,1.2892277770555416,1.3593876783863104,2.0334362969713,1.8298843790862631,1.2912899947143064,2
N.E.C.,Adrian Colunga,172.72,154.0,2012-02-22 00:00:00,1.0,2.0,Belgium,1.6024378031404218,1.3900656228902126,0.9517552726858636,1.0288512844638926,1.2892277770555416,1.6232040230406497,2.1878316406203524,2.148835769767671,1.4435516854817605,2
De Graafschap,Adrian Cristea,177.8,161.0,2011-08-30 00:00:00,0.0,2.0,Belgium,1.4503987615319982,1.3900656228902126,0.9517552726858636,1.0288512844638926,1.4586783521580295,1.6232040230406497,2.1878316406203524,2.148835769767671,1.4435516854817605,2
FC Utrecht,Adrian Daniel Calello,177.8,181.0,2011-02-22 00:00:00,0.0,2.0,Belgium,1.7544768447488457,1.3900656228902126,0.9517552726858636,1.0288512844638926,1.7410959773288426,1.6232040230406497,1.879040953322247,1.989360074426967,1.4435516854817605,2
PSV,Adrian Embarba,172.72,146.0,2010-08-30 00:00:00,0.0,0.0,Belgium,1.7544768447488457,1.3900656228902126,0.9517552726858636,1.0288512844638926,1.7410959773288426,1.6232040230406497,1.879040953322247,1.989360074426967,1.4435516854817605,2
Heracles Almelo,Adrian Gonzalez,182.88,168.0,2010-02-22 00:00:00,0.0,1.0,Belgium,2.058554927965693,1.5644551405246796,1.0570442111972145,1.0288512844638926,1.7410959773288426,1.6232040230406497,1.9562386251467727,2.069097922097319,1.5196825308654875,2
Feyenoord,Adrian Gunino,167.64,141.0,2009-08-30 00:00:00,4.0,1.0,Belgium,2.058554927965693,1.0994164268327675,0.6358884571518102,0.3227235373454976,1.6281289272605175,1.161525419895556,2.0334362969713,2.069097922097319,1.2912899947143064,2
Sparta Rotterdam,Adrian Klepczynski,187.96,165.0,2009-02-22 00:00:00,0.0,0.0,Belgium,2.058554927965693,0.9250269091983008,0.6358884571518102,0.3227235373454976,1.6281289272605175,1.161525419895556,2.110633968795826,2.148835769767671,1.2912899947143064,2
ADO Den Haag,Adrian Lopez,182.88,161.0,2008-08-30 00:00:00,0.0,1.0,Belgium,2.058554927965693,1.0994164268327675,0.6358884571518102,0.5345618614810161,1.9105465524313303,1.161525419895556,2.110633968795826,2.148835769767671,1.2912899947143064,2
FC Volendam,Adrian Mariappa,177.8,179.0,2007-08-30 00:00:00,2.0,1.0,Belgium,2.058554927965693,1.3319357836787236,0.7411773956631612,1.0288512844638926,1.9670300774654927,1.0955713337319712,2.1878316406203524,1.9096222267566152,1.4435516854817605,2
SC Heerenveen,Adrian Marin,180.34,161.0,2007-02-22 00:00:00,3.0,2.0,Belgium,2.5146720527909645,0.9250269091983008,0.5832439878961346,0.4639490867691766,1.5151618771921922,1.2934335922227256,1.9562386251467727,1.7501465314159113,1.2912899947143064,2
AZ,Adrian Mrowiec,190.5,185.0,2016-02-25 00:00:00,0.0,1.0,Belgium,-2.654655361895444,-2.50463360427955,-1.8384015978649408,-1.9721916407892863,-2.099783724994216,-1.6745002851385913,-2.251034489289917,-2.2766147759368622,-2.172663470245273,1
NAC Breda,Adrian Mutu,182.88,168.0,2016-01-28 00:00:00,0.0,1.0,Belgium,-2.50261632028702,-2.50463360427955,-1.8384015978649408,-1.9721916407892863,-2.099783724994216,-1.6745002851385913,-2.251034489289917,-2.2766147759368622,-2.172663470245273,1
RKC Waalwijk,Adrian Nikci,182.88,168.0,2014-12-27 00:00:00,2.0,0.0,Belgium,-2.50261632028702,-2.50463360427955,-1.8384015978649408,-1.9721916407892863,-2.099783724994216,-1.6745002851385913,-2.251034489289917,-2.2766147759368622,-2.172663470245273,1
VVV-Venlo,Adrian Paluchowski,180.34,165.0,2014-10-31 00:00:00,1.0,3.0,Belgium,-2.50261632028702,-2.50463360427955,-1.8384015978649408,-1.9721916407892863,-2.099783724994216,-1.6745002851385913,-2.251034489289917,-2.2766147759368622,-2.172663470245273,1
Excelsior,Adrian Rakowski,180.34,154.0,2014-10-10 00:00:00,0.0,1.0,Belgium,-2.50261632028702,-2.50463360427955,-1.8384015978649408,-1.9721916407892863,-2.099783724994216,-1.6745002851385913,-2.251034489289917,-2.2766147759368622,-2.172663470245273,1
PEC Zwolle,Adrian Ramos,185.42,165.0,2014-03-21 00:00:00,1.0,0.0,Belgium,-2.50261632028702,-2.50463360427955,-1.8384015978649408,-1.9721916407892863,-2.099783724994216,-1.6745002851385913,-2.251034489289917,-2.2766147759368622,-2.172663470245273,1
SC Cambuur,Adrian Ricardo Centurion,175.26,143.0,2007-02-22 00:00:00,0.0,3.0,Belgium,-2.50261632028702,-2.50463360427955,-1.8384015978649408,-1.9721916407892863,-2.099783724994216,-1.6745002851385913,-2.251034489289917,-2.2766147759368622,-2.172663470245273,1
Go Ahead Eagles,Adrian Ricchiuti,167.64,159.0,2015-12-03 00:00:00,0.0,2.0,Belgium,-0.6781478209859344,0.4599881955063887,-0.4170009279617009,0.5345618614810161,0.6114254766455902,0.6998468167504622,0.5666805323052977,0.7135545117013358,0.8345049224119444,2
FC Dordrecht,Adrian Sardinero Corpa,180.34,172.0,2015-11-26 00:00:00,0.0,0.0,Belgium,-0.6781478209859344,0.4599881955063887,-0.4170009279617009,0.5345618614810161,0.6114254766455902,0.6998468167504622,0.5666805323052977,0.7135545117013358,0.8345049224119444,2
Wisła Kraków,Adrian Stoian,177.8,146.0,2015-10-30 00:00:00,2.0,3.0,Belgium,-0.6781478209859344,0.4599881955063887,-0.4170009279617009,0.5345618614810161,0.6114254766455902,0.6998468167504622,0.5666805323052977,0.7135545117013358,0.8345049224119444,2
Polonia Bytom,Adrian Winter,177.8,165.0,2015-09-21 00:00:00,1.0,2.0,Belgium,-0.5261087793775107,0.4599881955063887,-0.4170009279617009,0.5345618614810161,0.6114254766455902,0.6998468167504622,0.5666805323052977,0.7135545117013358,0.8345049224119444,2
Polonia Bytom,Adrian,187.96,170.0,2014-09-18 00:00:00,1.0,3.0,Belgium,-0.8301868625943581,0.4018583562948997,-0.4696453972173764,0.4639490867691766,0.5549419516114276,0.6338927305868775,0.7210758759543505,0.5540788163606319,0.8345049224119444,2
Ruch Chorzów,Adriano De Pierro,185.42,170.0,2014-04-18 00:00:00,1.0,1.0,Belgium,-0.6781478209859344,0.5762478739293667,-0.4696453972173764,0.6051746361928556,0.5549419516114276,0.6338927305868775,0.7210758759543505,0.5540788163606319,0.7583740770282174,2
Legia Warszawa,Adriano Facchini,187.96,172.0,2014-04-11 00:00:00,1.0,0.0,Belgium,-0.6781478209859344,0.5762478739293667,-0.4696453972173764,0.6051746361928556,0.5549419516114276,0.6338927305868775,0.7210758759543505,0.5540788163606319,0.7583740770282174,2
P. Warszawa,Adriano Ferreira Pinto,177.8,179.0,2014-01-03 00:00:00,1.0,1.0,Belgium,-0.6781478209859344,0.5762478739293667,-0.4696453972173764,0.6051746361928556,0.5549419516114276,0.6338927305868775,0.7210758759543505,0.5540788163606319,0.7583740770282174,2
Śląsk Wrocław,Adriano Jose de Lara,185.42,190.0,2013-11-29 00:00:00,4.0,1.0,Belgium,-0.6781478209859344,0.5762478739293667,-0.4696453972173764,0.6051746361928556,0.5549419516114276,0.6338927305868775,0.7210758759543505,0.7932923593716877,0.9867666131793984,2
Lechia Gdańsk,Adriano Pereira da Silva,180.34,165.0,2013-09-20 00:00:00,1.0,3.0,Belgium,-0.5261087793775107,0.5762478739293667,-0.4696453972173764,0.6051746361928556,0.5549419516114276,0.6338927305868775,0.7210758759543505,0.7932923593716877,0.9106357677956716,2
Widzew Łódź,Adriano Russo,185.42,159.0,2013-05-31 00:00:00,0.0,1.0,Belgium,-0.3740697377690869,0.5762478739293667,-0.4696453972173764,0.6051746361928556,0.6679090016797529,0.6338927305868775,0.7210758759543505,0.7932923593716877,0.9106357677956716,2
Odra Wodzisław,Adriano,175.26,168.0,2013-05-24 00:00:00,0.0,1.0,Belgium,-0.3740697377690869,0.5762478739293667,-0.4696453972173764,0.6051746361928556,0.6679090016797529,0.6338927305868775,0.7210758759543505,0.7932923593716877,0.9106357677956716,2
Lech Poznań,Adriano,187.96,194.0,2013-03-01 00:00:00,2.0,1.0,Belgium,-0.3740697377690869,0.5181180347178778,0.056799295339379,0.6051746361928556,0.6679090016797529,0.6338927305868775,0.7210758759543505,0.7932923593716877,0.9106357677956716,2
GKS Bełchatów,Adriano,172.72,161.0,2013-02-15 00:00:00,0.0,1.0,Belgium,-0.3740697377690869,0.5181180347178778,0.056799295339379,0.5345618614810161,0.6679090016797529,0.5019845582597078,0.7210758759543505,0.7932923593716877,0.9106357677956716,2
Arka Gdynia,Adriano,182.88,176.0,2012-08-31 00:00:00,2.0,1.0,Belgium,-0.2220306961606631,0.5181180347178778,-0.2590675201946743,0.5345618614810161,0.6679090016797529,0.4360304720961229,0.7210758759543505,0.7932923593716877,0.8345049224119444,2
Jagiellonia Białystok,Adrien Goni,172.72,146.0,2012-02-22 00:00:00,1.0,0.0,Belgium,-0.3740697377690869,0.5181180347178778,-0.3643564587060254,0.1108852132099791,0.5549419516114276,0.3041222997689533,0.4122851886562448,0.5540788163606319,0.5299815408770363,2
Piast Gliwice,Adrien Hunou,175.26,137.0,2011-08-30 00:00:00,0.0,1.0,Belgium,-0.982225904202782,0.4599881955063887,0.6885329264074858,0.0402724384981395,0.5549419516114276,0.1722141274417836,-0.3596915295890194,-0.2432996603428876,0.1493273139584012,2
Cracovia,Adrien Rabiot,187.96,157.0,2008-08-30 00:00:00,1.0,4.0,Belgium,-0.982225904202782,0.4599881955063887,0.6885329264074858,0.0402724384981395,0.5549419516114276,0.1722141274417836,-0.3596915295890194,-0.2432996603428876,0.1493273139584012,2
Korona Kielce,Adrien Rawyler,177.8,150.0,2007-02-22 00:00:00,0.0,2.0,Belgium,-0.982225904202782,0.4599881955063887,0.6885329264074858,0.0402724384981395,0.5549419516114276,0.1722141274417836,-0.3596915295890194,-0.2432996603428876,0.1493273139584012,2
Zagłębie Lubin,Adrien Regattin,167.64,146.0,2012-02-22 00:00:00,0.0,4.0,Belgium,-0.8301868625943581,-1.690815855318704,0.1620882338507301,0.7464001856165347,0.2725243264406145,0.040305955114614,-1.440458935132389,-0.0838239650021837,-0.0029343768090527,2
Widzew Łódź,Adrien Silva,175.26,152.0,2011-08-30 00:00:00,0.0,1.0,Belgium,-0.5261087793775107,-1.690815855318704,0.1620882338507301,0.9582385097520532,0.2725243264406145,0.1062600412781988,-1.440458935132389,-0.0838239650021837,0.2254581593421283,2
Podbeskidzie Bielsko-Biała,Adrien Thomasson,177.8,159.0,2011-02-22 00:00:00,1.0,2.0,Belgium,0.6902035534898794,-1.690815855318704,0.1620882338507301,0.9582385097520532,0.2725243264406145,0.1062600412781988,-0.2052961859399665,-0.0838239650021837,0.2254581593421283,2
Pogoń Szczecin,Adrien Trebel,172.72,159.0,2010-08-30 00:00:00,0.0,2.0,Belgium,0.6902035534898794,-1.690815855318704,0.4253105801291079,1.2406896085994112,0.5549419516114276,0.3700763859325381,-0.0509008422909137,0.0756517303385201,0.3777198501095823,2
Zawisza Bydgoszcz,Adryan,175.26,157.0,2009-08-30 00:00:00,2.0,1.0,Belgium,0.6902035534898794,-1.690815855318704,0.4253105801291079,1.523140707446769,0.5549419516114276,0.4360304720961229,-0.0509008422909137,0.0756517303385201,0.4538506954933093,2
Górnik Łęczna,"Afonso Alves,24",185.42,163.0,2008-08-30 00:00:00,2.0,0.0,Belgium,0.6902035534898794,-1.690815855318704,0.4253105801291079,1.523140707446769,0.5549419516114276,0.4360304720961229,-0.0509008422909137,0.0756517303385201,0.4538506954933093,2
Termalica Bruk-Bet Nieciecza,Afonso,170.18,139.0,2007-08-30 00:00:00,1.0,1.0,Belgium,0.6902035534898794,-1.690815855318704,0.4253105801291079,1.523140707446769,0.5549419516114276,0.4360304720961229,-0.0509008422909137,0.0756517303385201,0.4538506954933093,2
FC Porto,Afriyie Acquah,177.8,154.0,2007-02-22 00:00:00,4.0,1.0,Belgium,0.9942816367067268,-1.690815855318704,0.4253105801291079,1.523140707446769,0.5549419516114276,0.4360304720961229,0.3350875168317184,0.0756517303385201,0.4538506954933093,2
CF Os Belenenses,Ager Aketxe,175.26,152.0,2016-02-04 00:00:00,0.0,1.0,Belgium,0.6902035534898794,1.0994164268327675,1.0043997419415391,1.1700768338875718,0.7808760517480781,0.6338927305868775,0.1034945013581391,0.2351274256792241,1.2151591493305796,2
Sporting CP,Agim Ibraimi,177.8,157.0,2016-01-21 00:00:00,1.0,0.0,Belgium,0.5381645118814556,1.0994164268327675,1.0043997419415391,1.0994640591757323,0.7808760517480781,0.6338927305868775,0.1034945013581391,0.2351274256792241,1.2151591493305796,2
Trofense,Agon Mehmeti,182.88,174.0,2015-12-24 00:00:00,3.0,0.0,Belgium,0.3861254702730318,1.0994164268327675,1.0043997419415391,1.0288512844638926,0.7808760517480781,0.6338927305868775,0.1034945013581391,0.2351274256792241,1.2151591493305796,2
Vitória Guimarães,Agustin Vuletich,185.42,174.0,2015-12-17 00:00:00,2.0,3.0,Belgium,0.2340864286646081,1.0994164268327675,0.7411773956631612,0.8876257350402137,0.5549419516114276,0.6998468167504622,0.1034945013581391,0.2351274256792241,1.2151591493305796,2
Vitória Setúbal,Ahmed Ammi,180.34,165.0,2015-12-03 00:00:00,1.0,3.0,Belgium,0.2340864286646081,0.8668970699868117,0.7411773956631612,0.8876257350402137,0.5549419516114276,0.6998468167504622,0.1034945013581391,0.2351274256792241,1.2151591493305796,2
FC Paços de Ferreira,Ahmed Apimah Barusso,182.88,165.0,2015-11-06 00:00:00,1.0,0.0,Belgium,0.2340864286646081,0.8668970699868117,0.7411773956631612,0.8170129603283742,0.4419749015431023,0.5679386444232926,0.1034945013581391,0.2351274256792241,1.2151591493305796,2
SC Braga,Ahmed El Messaoudi,182.88,172.0,2015-09-25 00:00:00,2.0,2.0,Belgium,0.3861254702730318,0.8668970699868117,0.7411773956631612,0.8170129603283742,0.4419749015431023,0.5679386444232926,0.1034945013581391,0.2351274256792241,1.2151591493305796,2
Amadora,Ahmed El Mohamady,182.88,172.0,2015-09-21 00:00:00,1.0,3.0,Belgium,0.3861254702730318,0.8668970699868117,0.7411773956631612,0.8170129603283742,0.4419749015431023,0.5679386444232926,0.1034945013581391,0.2351274256792241,1.2151591493305796,2
Académica de Coimbra,Ahmed Hamoudi,172.72,148.0,2015-05-22 00:00:00,1.0,5.0,Belgium,-0.0699916545522394,0.5181180347178778,0.6885329264074858,0.6757874109046952,0.3854913765089398,0.5019845582597078,0.1034945013581391,0.2351274256792241,0.9106357677956716,2
Rio Ave FC,Ahmed Hassan Koka,190.5,187.0,2015-05-15 00:00:00,0.0,1.0,Belgium,-0.0699916545522394,0.5181180347178778,0.6885329264074858,0.6757874109046952,0.3854913765089398,0.5019845582597078,0.1034945013581391,0.2351274256792241,0.9106357677956716,2
SL Benfica,Ahmed Hegazy,195.58,183.0,2015-02-13 00:00:00,0.0,2.0,Belgium,-0.2220306961606631,0.5181180347178778,0.6885329264074858,0.5345618614810161,0.3854913765089398,0.4360304720961229,0.1034945013581391,0.2351274256792241,0.9106357677956716,2
Leixões SC,Ahmed Kantari,185.42,181.0,2015-01-30 00:00:00,2.0,1.0,Belgium,-0.5261087793775107,0.5181180347178778,0.6885329264074858,0.5345618614810161,0.3854913765089398,0.4360304720961229,0.1034945013581391,0.2351274256792241,0.9106357677956716,2
CD Nacional,Ahmed Kashi,177.8,168.0,2014-09-18 00:00:00,0.0,1.0,Belgium,-0.5261087793775107,0.5181180347178778,0.5832439878961346,0.4639490867691766,0.3854913765089398,0.4360304720961229,0.1034945013581391,0.2351274256792241,0.9106357677956716,2
Naval 1° de Maio,Ahmed Musa,167.64,152.0,2014-09-19 00:00:00,3.0,1.0,Belgium,-0.5261087793775107,0.5181180347178778,0.7938218649188368,0.4639490867691766,0.5549419516114276,0.4360304720961229,0.6438782041298241,0.2351274256792241,0.9106357677956716,2
CS Marítimo,Ahmed Saied Okka,185.42,174.0,2014-03-14 00:00:00,0.0,4.0,Belgium,0.5381645118814556,0.5181180347178778,0.7938218649188368,0.4639490867691766,0.5549419516114276,0.4360304720961229,0.6438782041298241,0.2351274256792241,0.9106357677956716,2
"União de Leiria, SAD",Ahmed Samir Farag,182.88,190.0,2014-02-07 00:00:00,1.0,4.0,Belgium,0.5381645118814556,0.5181180347178778,0.7938218649188368,0.4639490867691766,0.5549419516114276,0.4360304720961229,0.6438782041298241,0.2351274256792241,0.9106357677956716,2
S.C. Olhanense,Ahmed Soukouna,182.88,168.0,2013-12-13 00:00:00,0.0,3.0,Belgium,0.5381645118814556,0.5181180347178778,0.7938218649188368,0.4639490867691766,0.5549419516114276,0.4360304720961229,0.6438782041298241,0.2351274256792241,0.9106357677956716,2
